,cmp,0,1,2,3,4,5,6
155,이케이맨파워(주),0.0,0.0,0.4892812669277191,0.0,0.3180828094482422,0.18449293076992035,0.0
156,서울디자인재단(재),0.0,0.0,0.9913057684898376,0.0,0.0,0.0,0.0
157,(주)에이치시티,0.7264034152030945,0.0,0.0,0.0,0.0,0.05971826612949371,0.21252842247486115
158,본푸드서비스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.9909347891807556
159,(주)벡스코,0.1631888449192047,0.5668274164199829,0.2626270353794098,0.0,0.0,0.0,0.0
160,(재)경기문화재단,0.3308168649673462,0.0,0.5477877259254456,0.0,0.0,0.0,0.11901450902223587
161,한국전자금융(주),0.0,0.0,0.0,0.0,0.9937182664871216,0.0,0.0
162,(주)부산롯데호텔,0.6652787923812866,0.0,0.0,0.2717248201370239,0.05771727114915848,0.0,0.0
163,미성엠프로(주),0.0,0.24341446161270142,0.7470201253890991,0.0,0.0,0.0,0.0
164,(주)케이씨티엘,0.0,0.0,0.0,0.0,0.0,0.0,0.9968230724334717
165,(주)크릭앤리버엔터테인먼트,0.400336354970932,0.25035637617111206,0.0,0.0,0.3458915054798126,0.0,0.0
166,(주)아인텔레서비스,0.0,0.0,0.033184465020895004,0.0,0.9254308938980103,0.03716598078608513,0.0
167,에스케이네트웍스서비스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.9843480587005615
168,휘닉스평창(주),0.0,0.0,0.0,0.24703195691108704,0.4272718131542206,0.0,0.3181430399417877
169,(주)미래비엠,0.0,0.1956564337015152,0.6663939952850342,0.0,0.13600468635559082,0.0,0.0
170,(주)호반호텔앤리조트,0.0,0.0,0.0,0.26962846517562866,0.0,0.0,0.7266547083854675
171,보람상조라이프(주),0.0,0.0,0.0,0.0,0.0,0.9867704510688782,0.0
172,(주)티앤더블유코리아,0.010242055170238018,0.010262744501233101,0.04579350724816322,0.010260142385959625,0.010245222598314285,0.010244912467896938,0.9029514193534851
173,지엠컴(주),0.0,0.0,0.0,0.0,0.352851539850235,0.0,0.6425508260726929
174,신한아이타스(주),0.9888169765472412,0.0,0.0,0.0,0.0,0.0,0.0
175,(주)세중,0.0,0.0,0.8677840828895569,0.0,0.0,0.0,0.11893215030431747
176,(주)지에프에프지,0.4766339957714081,0.0,0.3482186496257782,0.13184501230716705,0.0,0.0,0.04199850186705589
177,(주)제일비엠시,0.060005225241184235,0.1661105751991272,0.6546064019203186,0.0,0.06124772131443024,0.056854136288166046,0.0
178,제주국제자유도시개발센터,0.9935301542282104,0.0,0.0,0.0,0.0,0.0,0.0
179,포스텍(주),0.5642464756965637,0.0,0.0,0.0,0.4233855605125427,0.0,0.0
180,(재)경기콘텐츠진흥원,0.9861210584640503,0.0,0.0,0.0,0.0,0.0,0.0
181,엠즈씨드(주),0.0,0.0,0.0,0.12075227499008179,0.0,0.8614200949668884,0.012704079039394855
182,(주)키스템프그룹,0.0,0.2190585732460022,0.0,0.0,0.777940571308136,0.0,0.0
183,코엔스(주),0.0,0.976082980632782,0.0,0.0,0.0,0.0,0.0
184,(주)이랜드서비스,0.0,0.0,0.6984471678733826,0.2657089829444885,0.0,0.0,0.0
185,푸디스트(주),0.0,0.0,0.1586972177028656,0.0,0.8392883539199829,0.0,0.0
186,(재)환경재단,0.0,0.0,0.5299466848373413,0.0,0.46234309673309326,0.0,0.0
187,(주)시너지컨설팅,0.0,0.05556866526603699,0.0,0.0,0.8047913908958435,0.0,0.13686776161193848
